Call,GOTA Call,Final Score,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,Total CW QSOs,Total Digital QSOs,Total Phone QSOs,Total QSOs,Bonus Points,Checklog Y/N
K0PRA,,1324,1A,CO,2,Parker Radio Assn.,57,1,B,68,0,51,119,950,
K0QIK,,2544,2A,MN,2,Lake Region ARC,12,2,G,0,248,71,319,1410,
K0RGI,,874,1D,TN,2,,1,1,C,181,0,0,181,150,
K0RJK,,602,1E,CO,2,Parker Radio Assn.,1,1,B,30,75,16,121,150,
K0RQ,,1614,3A,ND,2,Red River Radio Amateurs,4,3,B,7,247,74,328,450,
K0RV,,4878,3A,CO,2,Ski Country ARC,44,3,G,740,101,367,1208,780,
K0RVB,,170,1D,STX,2,,1,1,C,0,0,60,60,50,
K0SI,KE0SIY,1946,3A,MO,2,Central MO Radio Assn.,39,3,G,18,85,27,130,1480,
K0SLV,KF6VTJ,1445,5A,CO,2,San Luis Valley ARA,15,5,B,2,27,32,61,1265,
K0SNG,,434,1D,NTX,2,,1,1,C,96,0,0,96,50,
K0SV,,320,1B1,MN,2,,1,1,G,0,0,85,85,150,
K0SW,,1556,4AC,NE,2,Pioneer ARC,14,4,C,120,200,113,433,50,
K0SWI,,1566,6A,IA,2,Southwest IA ARC,30,6,G,0,68,62,130,1170,
K0TA,,298,1D,MN,2,Owatonna Steele Co. ARC,1,1,C,0,62,0,62,50,
K0TC,,930,1D,MN,2,Minnesota Wireless Assn.,1,1,C,220,0,0,220,50,
K0TER,,1046,1D,CO,2,,1,1,C,224,0,0,224,150,
K0TJT,,292,1D,MN,2,,1,1,C,0,0,121,121,50,
K0TSA,,1308,3A,NE,2,Western Division SATERN,5,3,B,0,44,281,325,570,
K0UK,,798,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,187,0,0,187,50,
K0VIK,,494,3A,MN,2,,3,3,B,0,0,22,22,450,
K0VM,,298,1D,IA,2,,1,1,C,0,0,124,124,50,
K0VU,,780,2B1,MN,2,,1,2,B,31,24,0,55,560,
K0VW,,550,1D,WI,2,,1,1,C,100,0,0,100,150,
K0W,KA0SM,1491,3A,CO,2,Farrell-Gray-Moody,3,3,B,0,47,74,121,1155,
K0WRY,,434,1D,KS,2,,1,1,C,96,0,0,96,50,
K0XF,,1254,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,278,0,46,324,50,
K0YA,,602,1D,STX,2,,1,1,C,138,0,0,138,50,
K0YQX,,890,1E,MN,5,,1,1,B,74,0,0,74,150,
K1ADW,,670,1E,EMA,5,,1,1,B,32,0,0,32,350,
K1AJT,,62,1D,NC,2,Carolina DX Assn.,1,1,C,0,0,6,6,50,
K1AUS,,128,1D,MT,2,,1,1,C,0,4,31,35,50,
K1AWR,,370,2B2,CT,2,,2,2,B,0,0,10,10,350,
K1B,,8376,5E,NH,2,Contoocook Valley RC,46,5,G,244,700,1520,2464,1560,
K1BZ,,1708,2D,ME,2,,1,2,C,160,247,15,422,50,
K1C,,6712,2D,WMA,2,,3,2,C,1551,0,229,1780,50,
K1CCN,,3592,3AC,WI,2,Koomer Ridge Contesters,5,3,C,234,439,225,898,450,
K1CE,,274,1E,NFL,2,,1,1,B,31,0,0,31,150,
K1DCT,,350,1B1B,CT,5,,1,1,B,10,0,0,10,250,
K1DFT,,2365,1AB,ME,5,New England QRP Grp.,3,1,B,163,0,127,290,100,
K1DJ,,3026,1D,EMA,2,,1,1,C,744,0,0,744,50,
K1DK,,246,1E,NNJ,2,New Providence ARC,1,1,B,24,0,0,24,150,
K1DRH,,306,1D,EMA,2,,1,1,C,64,0,0,64,50,
K1ECU,,510,1D,CT,2,CTRI Contest Grp.,1,1,C,89,8,36,133,50,
K1ELB,,166,1D,EMA,2,Falmouth ARA,1,1,C,0,0,58,58,50,
K1EM,,130,1B1B,WNY,5,,1,1,B,0,0,6,6,100,
K1EME,,1104,1A,NH,2,Littleton Area Radio Klub,10,1,G,0,0,127,127,850,
K1EWE,,966,3AC,NFL,2,Ewephoria RC,4,3,C,0,227,4,231,50,
K1HG,,254,1D,NFL,2,,1,1,C,0,0,102,102,50,
K1HRR,,930,4A,CT,2,Hop River Radio Club,6,4,G,20,14,72,106,650,
K1IG,KB1OIQ,7763,3A,EMA,2,PART of Westford,85,3,G,799,445,481,1725,1825,
K1II,,2852,3E,WMA,2,Southwick Radio Grp.,7,3,G,13,255,320,588,1140,
K1IMI,,2494,1E,ME,2,,2,1,B,568,0,36,604,150,
K1JAK,,690,1E,ME,2,,1,1,B,0,135,0,135,150,
K1JBP,,218,1E,KY,2,,1,1,B,0,0,34,34,150,
K1KP,,1218,1D,EMA,2,HP Alumni RC,1,1,C,0,0,584,584,50,
K1LK,,352,1D,EMA,2,,1,1,C,64,0,23,87,50,
K1LT,,4546,1B1,OH,2,Mad River RC,1,1,G,1074,0,0,1074,250,
K1MAZ,,170,1D,VT,2,,1,1,C,0,27,6,33,50,
K1MJC,,74,1C,EMA,2,WARA/GBARC,1,1,B,0,0,12,12,50,
K1MT,,106,1D,EMA,2,,1,1,C,0,0,28,28,50,
K1NKT,,266,1D,VT,2,,1,1,C,0,54,0,54,50,
K1NW,,450,1D,RI,2,CTRI Contest Grp.,1,1,C,100,0,0,100,50,
K1OA,,3806,1D,EMA,2,,1,1,C,759,0,360,1119,50,
K1OS,,492,1A,RI,2,Ocean State ARG,4,1,G,0,0,91,91,310,
K1OW,,328,1E,WNY,2,Binghamton ARA,1,1,B,0,0,89,89,150,
K1PDY,,278,1B1C,NH,2,,1,1,C,57,0,0,57,50,
K1PET (+N1XXU),,1120,1B2,CT,2,The Purchia POTA Team,2,1,B,0,0,335,335,450,
K1PRD,,54,1D,EMA,2,,1,1,C,0,0,2,2,50,
K1QVR,N1S,1978,3A,WMA,2,Quaboag Valley ARC,21,3,G,0,8,253,261,1440,
K1R,W1WQM,10228,3A,NH,2,Port City ARC,25,3,G,1177,0,1720,2897,2080,
K1RK,W1NOB,9059,2A,EMA,2,Falmouth ARA,25,2,G,1439,0,839,2278,1625,
K1RTO,,474,1D,NH,2,,1,1,C,0,0,112,112,250,
K1RZ,,0,1D,MDC,1,Potomac Valley RC,1,1,C,29,10,0,39,0,Y
K1SEC,,578,1D,EMA,2,,1,1,C,132,0,0,132,50,
K1SM,,0,1D,EMA,1,,1,1,C,552,0,0,552,0,Y
K1SN,,890,1E,VA,5,,1,1,B,74,0,0,74,150,
K1SP,,0,1D,NTX,1,,1,1,C,70,0,0,70,0,Y
K1SV,W1BVT,2232,2A,VT,2,Southern VT ARC,10,2,G,135,19,153,307,1310,
K1TH,,554,1B1,NH,2,K1USN RC,1,1,B,101,0,0,101,150,
K1TTW,,860,1B1B,CO,5,Western CO ARC,1,1,B,0,71,0,71,150,
K1TWH (+WA1RIW),,690,1B2B,EMA,5,Whitman ARC,2,1,B,40,14,0,54,150,
K1UE,,462,1D,CT,2,,1,1,C,0,103,0,103,50,
K1VMT,,1694,1D,VT,2,Radio Amateurs of Northern VT,1,1,C,411,0,0,411,50,
K1VP,,1120,1B1B,NH,5,Lakes Region Repeater Assn.,1,1,B,71,16,0,87,250,
K1VW,KB1BSM,2588,1A,ME,2,New England Radio Discussion Soc.,10,1,B,228,32,184,444,1180,
K1WAS,,6480,3D,CT,2,Westport Astro ARC/Fairfield ARA/Housatonic ARC/Greater Norwalk ARC,30,3,C,501,894,120,1515,660,
K1WAT,,1850,1E,NC,5,,1,1,B,170,0,0,170,150,
K1WOR,,286,1D,WMA,2,,1,1,C,0,59,0,59,50,
K1YPP,,720,1B1B,EMA,5,,1,1,B,57,0,0,57,150,
K2AA,W2EA,15707,7A,SNJ,2,South Jersey Radio Assn.,65,7,G,2097,462,1513,4072,2445,
K2AE,W2IR,7608,6A,ENY,2,Broughton Memorial Field Day Grp.,75,6,G,714,136,769,1619,2670,
K2AUD,,956,3A,SNJ,2,Radio Operators of Camden Co.,5,3,G,0,11,81,92,750,
K2BR,,3950,5F,SNJ,2,Southern Counties ARA,21,5,G,265,305,215,785,1240,
K2CT,K2ALB,3922,4A,ENY,2,Albany ARA,41,4,G,303,117,391,811,1460,
K2CVY,,232,1D,NLI,2,,1,1,C,0,36,19,55,50,
K2DAR,,382,1D,WNY,2,,1,1,C,0,83,0,83,50,
K2DJF,,250,1D,WNY,2,,1,1,C,0,0,100,100,50,
K2DLL,K2DAA,2680,3A,ENY,2,Saratoga Co. ARA,13,3,G,140,150,180,470,1160,
K2FZZ,,72,1D,NNJ,2,,1,1,C,0,0,11,11,50,
K2GE,,810,3A,NNJ,2,Raritan Bay Radio Amateurs,12,3,G,0,93,94,187,250,Y
K2GRI,,258,1D,ENY,2,Fair Lawn ARC,1,1,C,0,52,0,52,50,
K2HA,,558,1D,EPA,2,Marple Newtown ARC,1,1,C,0,85,34,119,150,
K2HE,,882,2A,WNY,2,Chautauqua Co. Amateur FM Assn.,10,2,B,1,0,64,65,750,
K2HT,,92,1D,MO,2,,1,1,C,9,0,3,12,50,
K2I,,3496,5A,NNY,2,Thousand Islands RC,26,5,G,160,157,279,596,1670,
K2IN,,3380,2A,NNJ,2,444 DX Grp.,8,2,G,393,0,419,812,970,
K2IQ,,2522,3A,WNY,2,Utica ARC,8,3,G,110,150,216,476,1050,
K2IW,,720,1D,ENY,2,,1,1,C,3,163,3,169,50,
K2IWR,,1614,3A,WNY,2,Skyline ARC,9,3,G,1,77,226,304,850,
K2KA,,0,1D,EMA,0,,1,1,C,20,12,1,33,0,Y
K2KR,,802,1B1,WY,2,,1,1,G,0,0,326,326,150,
K2KT,,566,1D,VA,2,Alexandria RC,1,1,C,129,0,0,129,50,
K2MIT,,0,1D,ENY,0,,1,1,C,0,0,35,35,0,Y
K2MK,,246,1D,WCF,2,,1,1,C,49,0,0,49,50,
K2MN,,868,1D,SNJ,2,,1,1,C,217,0,0,217,0,
K2MTS,,240,1B1B,ENY,5,,1,1,B,0,3,12,15,150,
K2NNN,,506,1D,NNJ,2,West Essex ARC,1,1,C,0,114,0,114,50,
K2NV/VE3,,1250,1C,GH,2,Niagra Frontier Radiosport,1,1,B,300,0,0,300,50,
K2ORC,,230,1B1B,CO,5,,1,1,B,0,0,36,36,50,
K2PRO,,792,2A,WNY,2,Pioneer Radio Operators Soc.,6,2,B,21,0,129,150,450,
K2PTC,,300,1B1,NLI,2,,1,1,B,0,0,25,25,250,
K2PTH,,1118,1F,NNJ,2,Parsippany-Troy Hills RACES,16,1,G,0,4,151,155,800,
K2PUT,K2PC,2664,3A,ENY,2,Putnam Em. Amateur Repeater League,25,3,G,36,0,355,391,1810,
K2PV,,210,1D,SCV,2,,1,1,C,0,40,0,40,50,
K2QB,,590,1D,WNY,2,Niagra Frontier Radiosport,1,1,C,135,0,0,135,50,
K2QS,N2SKP,3984,3A,ENY,2,QSY Soc./MBARC,40,3,G,211,262,311,784,1470,
K2RAT,,272,1B1,KY,2,,1,1,B,0,0,11,11,250,
K2RET,,466,1D,SNJ,2,,1,1,C,0,104,0,104,50,
K2SAB,,220,1D,EPA,2,Richardson Wireless Klub,1,1,C,0,16,53,69,50,
K2SG,,4054,1D,NFL,2,,1,1,C,1001,0,0,1001,50,
K2TAV,,682,1D,ENY,2,,1,1,C,0,158,0,158,50,
K2TD,,1158,3A,SNJ,2,Burlington Co. RC,13,3,G,0,1,52,53,1050,
K2TF,,508,1D,SNJ,2,,1,1,C,103,0,23,126,50,
K2TO,,1210,1F,NNJ,2,Montvale OEM,4,1,C,169,0,42,211,450,
K2TRR,,440,1B1B,NNY,5,,1,1,B,0,14,0,14,300,
K2TTA,,94,1D,NNJ,2,,1,1,C,0,11,0,11,50,
K2VN,KE2EXL,4409,3A,NLI,2,Nassau ARC,41,3,G,601,32,236,869,1405,
K2YNT,,1114,2A,NNJ,2,Metuchen RC,7,2,G,168,0,96,264,250,
K2YWE,,850,1D,MDC,2,Potomac Valley RC,1,1,C,196,2,4,202,50,
K2ZV,,1950,2F,NNJ,2,Carteret Volunteers ARC,5,2,G,10,153,324,487,650,
K3A,,986,3A,EPA,2,FAR Friends of AR,4,3,G,0,56,156,212,450,
K3ACS,,1110,2F,WPA,2,ARL of Lawrence Co.,17,2,C,94,0,92,186,550,
K3AE,,2012,4A,EPA,2,Southern PA Comm. Grp.,15,4,G,59,77,259,395,950,
K3ALE,,295,1E,WPA,5,SPARGE,2,1,B,0,0,9,9,250,
K3ARS,,636,5D,MDC,2,Kent ARS,11,5,C,0,50,43,93,350,
K3BWA,,3642,4A,MDC,2,Bowie Wireless Assn.,25,4,G,39,235,748,1022,1050,
K3CAL,,2108,5A,MDC,2,Calvert ARA,20,5,G,128,53,122,303,1140,
K3CCR,,3012,2E,MDC,2,Collington Community RC,2,2,G,599,0,183,782,250,
K3CSF,,1284,1E,WPA,2,Castle Shannon VFD ARC,4,1,G,0,181,5,186,550,
K3CSG,W3W,2292,3A,EPA,2,Scranton-Pocono AR Klub,13,3,G,0,0,161,161,1970,
K3CTN,,218,1D,OH,2,,1,1,C,42,0,0,42,50,
K3CU,,74,1D,EPA,2,,1,1,C,0,6,0,6,50,
K3CUJ,,2864,3A,MDC,2,Columbia (MD) ARA,25,3,B,25,215,277,517,1350,
K3CWP,,182,1B1,WPA,2,,1,1,B,0,4,8,12,150,
K3DC,,280,1E,OH,2,West Chester ARA,1,1,B,0,32,1,33,150,
K3DFL,,0,1D,EPA,1,Mt. Airy VHF Club,1,1,C,87,0,0,87,0,Y
K3DN,K3KH,2108,4A,EPA,2,Warminster ARC,25,4,G,28,0,503,531,990,
K3DNA,,974,2A,WPA,2,Juniata Valley ARC,14,2,G,0,0,162,162,650,
K3DQB,,854,1D,EPA,2,Adams Co. ARS,1,1,C,201,0,0,201,50,
K3DTC,,150,1D,EPA,2,Phil-Mont Mobile RC,1,1,C,0,0,50,50,50,
K3EMD,NN3G,1860,3A,MDC,2,Easton ARS,20,3,G,60,47,126,233,1180,
K3ERM,,1618,4A,MDC,2,Frederick ARC,41,4,B,138,15,78,231,850,
K3ESS,,38,1D,NFL,2,,1,1,C,0,0,19,19,0,
K3FH,,810,1E,WPA,2,Tennessee Contest Grp.,1,1,B,148,17,0,165,150,
K3GG,,718,1E,EPA,2,,1,1,B,142,0,0,142,150,
"K3HH (K3YDX, KW4EE, ops)",,846,1B2,NC,2,Hanburger's Helpers ARC,2,1,B,124,0,0,124,350,
K3HKI,,2160,3A,MDC,2,St. Marys Co. ARA,27,3,B,10,86,263,359,1250,
K3HM,,236,1E,WPA,2,,1,1,B,0,0,43,43,150,
K3HOC,,864,1E,WPA,2,,2,1,B,0,107,143,250,150,
K3HW,,1590,1E,EPA,2,,3,1,G,216,84,0,300,390,
K3IEC,,2710,3AC,EPA,2,Cumberland ARC,15,3,C,101,252,124,477,1050,
"K3II (K3CT, K3TEJ, ops)",,7502,2B2,EPA,2,Bergers Bandits Contest Club,2,2,G,1813,0,0,1813,250,
K3JSJ,,174,1D,MDC,2,,1,1,C,8,21,4,33,50,
K3JT,,1154,1D,WV,2,,1,1,C,276,0,0,276,50,
K3KEK,,1370,1E,STX,2,,1,1,B,0,280,0,280,250,
K3KU,,200,1D,MDC,2,,1,1,C,35,0,5,40,50,
K3LEV,,270,1D,NTX,2,,1,1,C,0,55,0,55,50,
K3LNZ,,3224,4A,MDC,2,Garrett Co. ARES,6,4,G,510,37,93,640,850,
K3LOE,,174,1D,NC,2,Raleigh ARS,1,1,C,0,31,0,31,50,
K3LT,,510,1D,DE,2,,1,1,C,72,18,0,90,150,
K3LUE,,0,1D,NFL,1,,1,1,C,0,3,72,75,0,Y
K3MJW,,5534,4E,WPA,2,Skyview Radio Soc.,23,4,G,826,0,790,1616,650,
K3MN,W3AWA,1822,5A,EPA,2,Marple Newtown ARC,37,5,G,0,0,246,246,1330,
K3MP,,164,1D,NFL,2,,1,1,C,16,0,25,41,50,
K3NEM,,3864,2A,MDC,2,National Electronics Museum ARC,15,2,G,622,81,201,904,650,
K3ODX,,1512,2A,EPA,2,Independent Radio Crew,4,2,B,110,24,263,397,450,
K3ONW,,2626,1B1,EPA,2,,1,1,G,619,0,0,619,150,
K3PAX,,2488,3E,MDC,2,Potomac Valley RC,6,3,G,229,68,475,772,350,
K3PSG,,1260,5A,WPA,2,Butler Co. AR Public Srvc. Grp.,29,5,G,0,78,149,227,650,
K3PZN,,228,1A,MDC,2,Carroll Co. ARC,4,1,B,0,0,39,39,150,
K3Q,W3FRB,3070,4AC,EPA,2,Education Alliance for AR,8,4,C,82,360,106,548,1090,
K3QAC,,1946,6A,MDC,2,Queen Anne’s ARC,9,6,G,69,72,116,257,1150,
K3QBD,,3928,2A,DE,2,First State ARC,15,2,G,306,391,95,792,950,
K3QNT,,1920,3F,WPA,2,BCARS,8,3,G,153,23,108,284,1000,
K3QP,,1302,1D,WPA,2,Nittany ARC,1,1,C,313,0,0,313,50,
K3QY,,1616,5AC,WPA,2,Ft. Armstrong Wireless Assn.,20,5,C,0,187,289,476,290,
K3SMT,KR3L,6112,4A,WPA,2,Somerset Co. ARC,25,4,G,433,29,1397,1859,1470,
K3SRZ,,1296,4A,EPA,2,Perry Co. ARC,17,4,B,0,52,309,361,470,
K3TN,,1158,1E,MDC,2,,1,1,G,252,0,0,252,150,
K3UWY,,1200,1B1B,NTX,5,Manatee ARC,1,1,B,105,0,0,105,150,
K3VNN,,1310,2E,EPA,2,,2,2,B,161,29,100,290,350,
K3WEB,,1406,3E,EPA,2,Masonic Village ARC,7,3,G,96,4,53,153,900,
K3WHD,,224,1D,WNY,2,,1,1,C,13,30,1,44,50,
K3WJV,,5606,5A,DE,2,Delaware Repeater Assn.,14,5,G,705,260,198,1163,1350,
K3WJW,,110,1D,WPA,2,,1,1,C,0,0,30,30,50,
K3WM,,1694,2A,WPA,2,Skyview Radio Soc.,8,2,G,222,0,178,400,450,
K3WW,,8430,1B1B,EPA,5,,1,1,B,808,0,0,808,350,
K3YDX,,550,1E,NC,2,,1,1,B,75,0,0,75,250,
K3YLW,,770,1D,MDC,2,,1,1,C,0,155,0,155,150,
K3YQA,,0,1D,WPA,1,,1,1,C,0,0,113,113,0,Y
K3YTL,,726,2F,EPA,2,Murgas ARC,4,2,C,57,21,32,110,350,
K40GB,N4JAT,1635,1A,NC,2,Stanly Co. ARC,14,1,B,0,0,180,180,1275,
K4AEH,,698,1D,NC,2,Lenoir ARC,1,1,C,0,162,0,162,50,
K4AHC,,410,3A,AL,2,Arab ARC,8,3,B,22,1,34,57,250,
K4AKC,,1170,1B1B,AL,5,,1,1,B,97,0,0,97,200,
K4AMC,,978,1D,TN,2,Tennessee Contest Grp.,1,1,C,232,0,0,232,50,
K4AZE,,282,1E,TN,2,,1,1,B,3,1,58,62,150,
K4AZM,,186,1D,GA,2,Dalton ARC,1,1,C,0,0,68,68,50,
K4BBH,,88,1D,GA,2,Silver Comet ARS,1,1,C,0,0,19,19,50,
K4BCH,,1194,2A,NC,2,Pamlico ARC,15,2,B,0,0,172,172,850,
K4BDX,,362,1E,NC,2,,2,1,B,0,0,71,71,220,
K4BFT,KC4VEC,17289,4A,AL,2,Huntsville ARC,70,4,G,2587,129,2030,4746,2365,
K4BKV,WB0YSX,1500,3A,NFL,2,Hernando Co. ARA,11,3,G,3,0,369,372,750,
K4BV,AA5TD,2000,4A,NFL,2,Daytona Beach ARA,42,4,G,0,189,22,211,1200,
K4BW,N2MAU,1961,2A,VA,2,Eastern Shore ARC,11,2,G,31,53,135,219,1355,
K4CAY,KG4ZDN,1123,1AC,KY,2,Fulton Co. (KY) ARC,14,1,C,0,0,19,19,1085,
K4CC,,264,1D,WCF,2,,1,1,C,53,0,1,54,50,
K4CCT,,314,1E,AL,2,,1,1,B,0,41,0,41,150,
K4CEB,,660,1B1,NC,2,Cabarrus ARS,1,1,G,0,35,185,220,150,
K4CGA,,86,1D,GA,2,Silver Comet ARS,1,1,C,0,0,18,18,50,
K4CMX,,180,1B1,NC,2,,1,1,B,0,3,9,12,150,
K4CO,KY6ET,902,1A,KY,2,Northern KY ARC,34,1,G,0,0,46,46,810,
K4CPO,,52,1D,TN,2,Nashville ARC,2,1,C,6,7,0,13,0,
K4CQ,W3CQ,10513,3A,VA,2,Lynchburg ARC,74,3,G,1054,731,774,2559,1825,
K4CU,,250,1D,SC,2,Grand Strand ARC,1,1,C,50,0,0,50,50,
K4CV,,202,1D,TN,2,,1,1,C,0,38,0,38,50,
K4DKW,,1346,2B2,OH,2,Lost Snoring Beagle Ranchers,2,2,B,0,274,0,274,250,
K4DND,,1442,1D,VA,2,Albemarle ARC,1,1,C,0,323,0,323,150,
K4DNS,,212,1B1,VA,2,,1,1,B,0,0,31,31,150,
K4DR,,542,1D,TN,2,Bristol ARC,1,1,C,115,0,16,131,50,
K4DUF,,398,1B1,WV,2,,1,1,B,0,52,20,72,150,
K4E,KB4DSF,5704,5A,GA,2,Glynn ARA,20,5,G,265,708,201,1174,1410,
K4EDD,,304,1B1,TN,2,,1,1,B,0,0,27,27,250,
K4EG,,1986,2A,NC,2,Alamance ARC,20,2,G,0,142,84,226,1250,
K4EKD,,250,1D,SC,2,Grand Strand ARC,1,1,C,50,0,0,50,50,
K4EX,,2244,4AC,WCF,2,East Pasco ARS,22,4,C,1,308,129,438,750,
K4FC,KN4GJV,13501,7A,NFL,2,Lake ARA,45,7,G,1594,492,1456,3542,2245,
K4FHI,,2570,1E,NC,5,,1,1,B,252,0,0,252,50,
K4FTO,,458,1D,VA,2,Heritage Hunt Hams,1,1,C,102,0,0,102,50,
K4GAR,,1716,3A,GA,2,Gateway ARC,20,3,G,151,28,15,194,970,
K4GG,KQ4MTF,2510,2A,WCF,2,Manatee ARC,63,2,G,264,79,64,407,1010,
K4GM,,322,1D,VA,2,,1,1,C,67,0,2,69,50,
K4GNV,,3076,4F,NFL,2,Gainesville ARS,48,4,C,336,147,132,615,880,
K4GSO,KC5CMX,2802,4A,NFL,2,Silver Springs RC,15,4,G,3,281,108,392,1450,
K4GSX,,656,1E,GA,2,,1,1,B,86,0,6,92,300,
K4HA,,1516,1D,NC,2,Smithchart ARS,1,1,C,347,0,39,386,50,
K4HQK,,1054,1D,VA,2,Potomac Valley RC,1,1,C,251,0,0,251,50,
K4HR,,750,1E,SC,2,Salkehatchie ARS,1,1,G,150,0,0,150,150,
K4HY,,2194,2A,KY,2,Owensboro ARC,28,2,G,80,33,176,289,1390,
K4IA,,3220,1D,VA,2,Rappahannock Valley ARC,1,1,C,688,0,209,897,50,
K4IDB,,420,1E,TN,2,,1,1,B,0,0,135,135,150,
K4II,,2838,2A,SC,2,Spartanburg ARC,10,2,G,445,10,334,789,350,
K4IO,,438,2E,GA,2,Piedmont ARC,1,2,B,0,0,19,19,400,
K4IRS,,238,1E,TN,2,WCARES-TN,1,1,B,0,0,44,44,150,
K4IVE,,232,1E,NTX,2,Cove Repeater Assn.,1,1,B,0,0,41,41,150,
K4J,,1272,2A,NC,2,Ashe Co. ARC,7,2,G,95,0,71,166,750,
K4JIP,,0,1D,NC,1,,1,1,C,0,12,0,12,0,Y
K4JJ,NF4GA,14344,3A,GA,2,North Fulton ARL,114,3,G,1392,664,1540,3596,3040,
K4K,KF4JVI,1918,2F,NC,2,Thermal Belt ARC,6,2,B,93,46,51,190,1260,
K4KJQ,,2048,12A,KY,2,Bluegrass ARS,50,12,G,6,9,114,129,1760,
K4KNS,,1902,4A,GA,2,ARC of Columbia Co.,34,4,B,0,23,250,273,1310,
K4KSC,,3994,4A,SFL,2,Titusville ARC,14,4,G,4,634,96,734,1250,
K4KYN,,858,1D,TN,2,Tennessee Contest Grp.,1,1,C,202,0,0,202,50,
K4LKL,,5736,4A,WCF,2,Lakeland ARC,28,4,G,302,393,703,1398,1550,
K4LRG,WA4KBM,3275,2A,VA,2,Loudoun ARG,30,2,G,0,64,677,741,1665,
K4LU,,550,1E,TN,2,,1,1,B,0,90,10,100,170,
K4M,KR4ADJ,4204,3A,TN,2,Cumberland Plateau ARC,13,3,G,578,218,80,876,860,
K4MHR,,992,3F,TN,2,Macon Area Ham Radio Soc.,8,3,B,33,0,205,238,450,
K4MN,WA2COU,15440,2A,NC,2,Cape Fear ARS,49,2,G,905,98,2154,3157,7120,
K4MOD,,0,1D,SFL,1,,1,1,C,0,0,39,39,0,Y
K4MSU,,2570,3A,KY,2,Murray State Univ. ARC,50,3,G,151,83,242,476,1150,
K4MX,,998,1D,VA,2,,1,1,C,237,0,0,237,50,
K4N,,1402,2A,NC,2,Union Co. ARC,12,2,B,26,0,174,200,950,
K4NAB,N4SMS,4594,3A,SC,2,North Augusta Belvedere RC,34,3,G,166,141,758,1065,1850,
K4NDU,,275,1B1B,GA,5,,1,1,B,0,0,25,25,150,
K4NGA,,1130,2AC,GA,2,North GA VHF Soc.,4,2,C,103,162,10,275,50,
K4NN,KK4PH,10275,3A,WV,2,Signal Hill ARC,11,3,G,1466,76,1126,2668,1855,
K4NQ,,4530,1A,WCF,2,Tampa ARC,8,1,G,865,0,0,865,1070,
K4NRB,,654,1A,NC,2,Neuse River Basin ARA,3,1,G,41,0,110,151,270,
K4NVA,NQ4K,2268,2AC,VA,2,Sterling Park ARC,15,2,C,167,0,230,397,1140,
K4OCE,,2764,3D,STX,2,Kendall ARS,4,3,C,313,328,75,716,50,
"K4OO (N4XD, op)",,3144,1B1,NC,2,Smithchart ARS,1,1,G,741,0,15,756,150,
K4ORD,,1890,1D,VA,2,Franklin Co. (VA) ARC,1,1,C,435,0,0,435,150,
K4PAR,K4P,6366,7F,GA,2,Piedmont ARC,25,7,B,0,380,453,833,3940,
K4PI,,1002,1D,GA,2,Turkey Heaven Mtn. Repeater Assn.,1,1,C,238,0,0,238,50,
K4PJ,,1976,3A,TN,2,Oak Ridge ARC,9,3,G,177,68,63,308,870,
K4PMH,,2810,1A,VA,2,Page Valley ARC,11,1,G,0,415,0,415,1150,
K4PO,,486,1D,AL,2,Montgomery ARC,1,1,C,0,109,0,109,50,Y
K4PPK,,850,1D,WCF,2,Brandon ARS,1,1,C,0,175,0,175,150,
K4PQC,,1360,1E,GA,5,,1,1,B,0,111,0,111,250,
K4PSE,,238,1D,IN,2,,1,1,C,0,0,94,94,50,
K4QL,,182,1D,NC,2,Smithchart ARS,1,1,C,33,0,0,33,50,
K4QXX,,1632,1B1,WCF,2,The Shedhead,1,1,G,0,261,169,430,250,
K4R,WX4CAR,6951,5A,GA,2,Cherokee ARS,53,5,G,357,720,474,1551,1695,
K4RC,AI4WU,6152,3A,VA,2,Williamsburg Area ARC,102,3,B,622,260,397,1279,1830,
K4RCA,,2008,1E,VA,2,,1,1,B,0,166,497,663,350,
K4RFT,N4MJ,8665,2AB,TN,5,Reelfoot ARC,11,2,B,246,383,30,659,2225,
K4RGN,,310,1D,NC,2,Raleigh ARS,1,1,C,0,65,0,65,50,
K4RNC,,474,5AC,NC,2,Richmond Co. ARC,20,5,C,4,0,54,58,350,
K4RO,,1698,1D,TN,2,,1,1,C,412,0,0,412,50,Y
K4RST,,1658,5A,TN,2,McMinn Co. ARC,18,5,G,60,85,64,209,950,
K4S,,714,2AC,NFL,2,Spring Hill ARC,26,2,C,2,0,128,130,450,
K4SCO,,1082,2A,AL,2,Jackson Co. ARC,10,2,G,8,78,44,130,650,
K4SEX,,2468,4A,GA,2,Bill Gremillion Memorial RC,20,4,G,209,48,275,532,890,
K4SHW,,814,1D,GA,2,Silver Comet ARS,1,1,C,0,191,0,191,50,
K4SKP,,338,1D,VA,2,Heritage Hunt Hams,1,1,C,0,72,0,72,50,
K4SV,KE4EA,11945,2A,SC,2,Greer ARC,38,2,G,1381,89,1710,3180,2645,
K4SWR,,1334,4A,NC,2,Johnston ARS,60,4,G,0,0,312,312,710,
K4TEP,,514,1D,AL,2,,2,1,C,89,0,54,143,50,
